path,package,size_bytes,lines
rl/custom_ppo/latent/lifecycle.py,rl,2641,61
rl/custom_ppo/latent/opponent_resolution.py,rl,1138,23
rl/custom_ppo/latent/opponent_telemetry.py,rl,648,18
rl/custom_ppo/latent/optimization/__init__.py,rl,0,0
rl/custom_ppo/latent/optimization/ppo_stats.py,rl,3196,75
rl/custom_ppo/latent/optimization/router_ppo.py,rl,11997,268
rl/custom_ppo/latent/optimization/router_registry.py,rl,1648,47
rl/custom_ppo/latent/optimization/router_stepper.py,rl,2400,62
rl/custom_ppo/latent/optimization/specialist_router.py,rl,5533,133
rl/custom_ppo/latent/preferences.py,rl,13319,358
rl/custom_ppo/latent/records.py,rl,4558,153
rl/custom_ppo/latent/router_mask.py,rl,2185,74
rl/custom_ppo/latent/router_sampling.py,rl,49081,954
rl/custom_ppo/latent/schedule_steps.py,rl,491,16
rl/custom_ppo/latent/selector_memory.py,rl,1426,41
rl/custom_ppo/latent/state.py,rl,9384,241
rl/custom_ppo/latent/telemetry.py,rl,812,21
rl/custom_ppo/latent/tensor_state.py,rl,15264,280
rl/custom_ppo/latent/types.py,rl,3891,134
rl/custom_ppo/latent_behavior_contrast.py,rl,5293,146
rl/custom_ppo/latent_bucket_baseline.py,rl,10759,255
rl/custom_ppo/latent_diagnostics.py,rl,2663,92
rl/custom_ppo/latent_strategy_state.py,rl,26483,551
rl/custom_ppo/latent_value_baselines.py,rl,4354,111
rl/custom_ppo/option_returns.py,rl,7146,171
rl/custom_ppo/policy.py,rl,63664,1306
rl/custom_ppo/policy_contract.py,rl,2434,77
rl/custom_ppo/ppo_updater.py,rl,1118,31
rl/custom_ppo/probe_result.py,rl,3996,121
rl/custom_ppo/return_normalization.py,rl,6015,156
rl/custom_ppo/reward_composition.py,rl,2077,59
rl/custom_ppo/rollout/__init__.py,rl,310,7
rl/custom_ppo/rollout/action_selection.py,rl,677,24
rl/custom_ppo/rollout/bootstrap.py,rl,829,29
rl/custom_ppo/rollout/buffer_writer.py,rl,10044,232
rl/custom_ppo/rollout/collector.py,rl,59326,1293
rl/custom_ppo/rollout/episode_tracker.py,rl,453,15
rl/custom_ppo/rollout/latent_selection.py,rl,517,23
rl/custom_ppo/rollout/models.py,rl,1168,39
rl/custom_ppo/rollout/reward_channels.py,rl,1701,63
rl/custom_ppo/rollout/transition_builder.py,rl,1426,46
rl/custom_ppo/rollout_collector.py,rl,435,11
rl/custom_ppo/rollout_step_recorder.py,rl,237,6
rl/custom_ppo/router_distill_hook.py,rl,18999,478
rl/custom_ppo/schedules.py,rl,7164,198
rl/custom_ppo/telemetry/__init__.py,rl,1479,59
rl/custom_ppo/telemetry/aggregator.py,rl,2184,61
rl/custom_ppo/telemetry/emitter.py,rl,2846,97
rl/custom_ppo/telemetry/errors.py,rl,885,52
rl/custom_ppo/telemetry/events.py,rl,5688,228
rl/custom_ppo/telemetry/gpu_monitor.py,rl,3067,99
rl/custom_ppo/telemetry/models.py,rl,2194,74
rl/custom_ppo/telemetry/performance.py,rl,6934,183
rl/custom_ppo/telemetry/schemas.py,rl,1223,37
rl/custom_ppo/telemetry/timing.py,rl,1590,61
rl/custom_ppo/telemetry/validation.py,rl,8503,170
rl/custom_ppo/telemetry/writers/__init__.py,rl,320,7
rl/custom_ppo/telemetry/writers/artifact_writer.py,rl,833,28
rl/custom_ppo/telemetry/writers/console.py,rl,619,18
rl/custom_ppo/telemetry/writers/csv_writer.py,rl,932,26
rl/custom_ppo/telemetry/writers/json_writer.py,rl,2920,86
rl/custom_ppo/trainer.py,rl,19819,480
rl/custom_ppo/trainer_audit.py,rl,9433,216
rl/custom_ppo/trainer_config.py,rl,38336,850
rl/custom_ppo/trainer_optimizers.py,rl,10092,250
rl/custom_ppo/training_telemetry.py,rl,92665,1924
rl/custom_ppo/update/__init__.py,rl,2480,66
rl/custom_ppo/update/actor_intervention.py,rl,1760,56
rl/custom_ppo/update/actor_pathway_diagnostics.py,rl,3056,95
rl/custom_ppo/update/actor_z_pathway.py,rl,4858,123
rl/custom_ppo/update/entropy_objectives.py,rl,6879,196
rl/custom_ppo/update/helpers.py,rl,3875,107
rl/custom_ppo/update/loss_result.py,rl,2766,94
rl/custom_ppo/update/minibatch_updater.py,rl,44569,916
rl/custom_ppo/update/optimizer_stepper.py,rl,6167,168
rl/custom_ppo/update/pair_utils.py,rl,575,21
rl/custom_ppo/update/param_registry.py,rl,6460,163
rl/custom_ppo/update/phase_policy.py,rl,3944,113
rl/custom_ppo/update/post_update.py,rl,14779,335
rl/custom_ppo/update/router_sequence_updater.py,rl,10905,267
rl/custom_ppo/update/separation_objectives.py,rl,14701,376
rl/custom_ppo/update/sequence_minibatch.py,rl,6292,165
rl/custom_ppo/update/strategy_objectives.py,rl,12043,297
rl/custom_ppo/update/telemetry.py,rl,7706,169
rl/custom_ppo/update/update_context.py,rl,5975,163
rl/custom_ppo/update/update_order.py,rl,1950,60
rl/custom_ppo/update/updater.py,rl,10975,266
rl/custom_ppo/v6i1_cf_loss.py,rl,21852,529
rl/custom_ppo/v6i1_phase_runtime.py,rl,26111,625
rl/discrete_mi.py,rl,994,32
rl/episode_result.py,rl,4047,97
rl/eval_forced_latent_repertoire.py,rl,15388,385
rl/eval_mode.py,rl,4243,103
rl/eval_router_ablation.py,rl,3051,79
rl/evaluation/__init__.py,rl,65,2
rl/evaluation/_obs.py,rl,5227,164
rl/evaluation/aggregation.py,rl,4096,165
rl/evaluation/artifact_writer.py,rl,2451,107
rl/evaluation/checkpoint.py,rl,3905,125
rl/evaluation/config.py,rl,3764,98
rl/evaluation/env_factory.py,rl,10902,321
rl/evaluation/episode_runner.py,rl,3159,105
rl/evaluation/errors.py,rl,1162,41
rl/evaluation/gates.py,rl,13272,405
rl/evaluation/manifest.py,rl,9018,279
rl/evaluation/matched_seed.py,rl,2017,62
rl/evaluation/models.py,rl,4722,139
rl/evaluation/opponent_resolution.py,rl,4615,138
rl/evaluation/orchestrator.py,rl,9681,267
rl/evaluation/policy_loader.py,rl,2072,78
rl/evaluation/preflight.py,rl,4365,112
rl/evaluation/probes/__init__.py,rl,453,13
rl/evaluation/probes/counterfactual.py,rl,3802,114
rl/evaluation/probes/obstacle_gradient.py,rl,2510,81
rl/evaluation/probes/obstacle_weights.py,rl,1305,42
rl/evaluation/probes/results.py,rl,7985,230
rl/evaluation/probes/runtime.py,rl,807,25
rl/evaluation/progress.py,rl,2741,99
rl/evaluation/router_ablation.py,rl,62380,1449
rl/evaluation/types.py,rl,800,24
rl/forced_z_behavior_vectors.py,rl,34052,826
rl/gate_telemetry.py,rl,4737,117
rl/global_state.py,rl,15998,401
rl/latent_losses.py,rl,21279,542
rl/latent_marl.py,rl,28016,597
rl/latent_phase_labels.py,rl,3611,111
rl/networks.py,rl,6548,158
rl/ppo_core.py,rl,11860,281
rl/presets/__init__.py,rl,44935,616
rl/presets/_registry_source.py,rl,39457,490
rl/presets/compatibility.py,rl,1681,66
rl/presets/families/__init__.py,rl,457,12
rl/presets/families/plan_faithful/__init__.py,rl,10411,206
rl/presets/families/plan_faithful/base.py,rl,6172,142
rl/presets/families/plan_faithful/early.py,rl,9299,256
rl/presets/families/plan_faithful/v3_router.py,rl,17114,348
rl/presets/families/plan_faithful/v3i_consequence.py,rl,16570,371
rl/presets/families/plan_faithful/v3i_event_router.py,rl,5600,122
rl/presets/families/plan_faithful/v3i_specialization.py,rl,15839,396
rl/presets/families/plan_faithful/v4_proof.py,rl,12478,258
rl/presets/families/plan_faithful/v5_repertoire.py,rl,47543,1069
rl/presets/families/plan_faithful/v6_router_adapters.py,rl,17391,346
rl/presets/families/repertoire.py,rl,715,20
rl/presets/families/router.py,rl,1139,26
rl/presets/families/v6i8.py,rl,1061,25
rl/presets/families/v6i9.py,rl,1708,35
rl/presets/hypothesis.py,rl,2630,71
rl/presets/models.py,rl,3469,125
rl/presets/other.py,rl,4983,135
rl/presets/plan_faithful.py,rl,10258,193
rl/presets/registry.py,rl,10285,286
rl/presets/serialization.py,rl,4310,131
rl/presets/validation.py,rl,7256,209
rl/route_telemetry.py,rl,4410,121
rl/stress_schedule.py,rl,582,18
rl/telemetry_mode.py,rl,678,25
rl/train_ppo.py,rl,7200,186
rl/training/__init__.py,rl,372,12
rl/training/arguments.py,rl,25052,664
rl/training/banner.py,rl,25486,539
rl/training/cli.py,rl,2058,57
rl/training/config_validation.py,rl,13010,277
rl/training/env_factory.py,rl,7802,190
rl/training/errors.py,rl,1516,41
rl/training/factories.py,rl,1465,41
rl/training/initialization.py,rl,3666,92
rl/training/lifecycle.py,rl,6503,158
rl/training/orchestrator.py,rl,7954,199
rl/training/overrides.py,rl,22151,447
rl/training/resolved_config.py,rl,6171,155
rl/training/run_artifacts.py,rl,10578,299
rl/training/run_context.py,rl,1318,37
gpu_env/__init__.py,gpu_env,1899,64
gpu_env/_adapter.py,gpu_env,6006,167
gpu_env/_config.py,gpu_env,10930,263
gpu_env/_constants.py,gpu_env,566,26
gpu_env/_core/__init__.py,gpu_env,45,1
gpu_env/_core/_dynamics.py,gpu_env,17915,364
gpu_env/_core/_metrics.py,gpu_env,24960,482
gpu_env/_core/_mines.py,gpu_env,9482,205
gpu_env/_core/_observations.py,gpu_env,20882,387
gpu_env/_core/_remaining.py,gpu_env,138,4
gpu_env/_core/_rewards.py,gpu_env,13960,314
gpu_env/_core/_rules.py,gpu_env,17325,375
gpu_env/_core/_scripted_red.py,gpu_env,34194,658
gpu_env/_core/_state.py,gpu_env,2464,54
gpu_env/_core/_step.py,gpu_env,24395,460
gpu_env/_core/_tactical_context.py,gpu_env,2191,75
gpu_env/_core_class.py,gpu_env,782,28
gpu_env/_envs.py,gpu_env,7182,165
gpu_env/_episode_payload.py,gpu_env,5754,86
gpu_env/_maps.py,gpu_env,2658,97
gpu_env/_monolith.py,gpu_env,282,7
gpu_env/_navigation_telemetry.py,gpu_env,1663,64
gpu_env/_paths.py,gpu_env,973,32
gpu_env/_specs.py,gpu_env,1848,54
gpu_env/state/__init__.py,gpu_env,1096,34
gpu_env/state/agent_state.py,gpu_env,3651,78
gpu_env/state/allocation.py,gpu_env,2752,73
gpu_env/state/episode_state.py,gpu_env,7203,158
gpu_env/state/flag_state.py,gpu_env,1494,44
gpu_env/state/map_state.py,gpu_env,10224,253
gpu_env/state/models.py,gpu_env,3543,84
gpu_env/state/opponent_state.py,gpu_env,4895,125
gpu_env/state/scratch.py,gpu_env,6373,122
gpu_env/state/snapshots.py,gpu_env,1718,48
gpu_env/state/team_state.py,gpu_env,2662,68
gpu_env/state/telemetry_state.py,gpu_env,7016,166
gpu_env/state/validation.py,gpu_env,2367,60
tests/__init__.py,tests,339,9
tests/test_actor_pathway_diagnostics.py,tests,2227,62
tests/test_actor_z_pathway.py,tests,2572,70
tests/test_analyze_latent.py,tests,12006,311
tests/test_audit_regressions.py,tests,19516,477
tests/test_behavior_telemetry.py,tests,6445,219
tests/test_bucket_baseline.py,tests,18140,395
tests/test_checkpoint_refactor_phase3.py,tests,5746,146
tests/test_checkpoint_telemetry.py,tests,4865,127
tests/test_csia.py,tests,9246,206
tests/test_curriculum.py,tests,1660,41
tests/test_curriculum_gates_characterization.py,tests,12251,285
tests/test_custom_ppo_policy_parity.py,tests,8129,213
tests/test_diagnose_run.py,tests,10109,264
tests/test_diagnostics_phase7.py,tests,20319,470
tests/test_discrete_mi.py,tests,885,30
tests/test_domain_randomization.py,tests,4608,121
tests/test_e3_baseline_parity.py,tests,3205,78
tests/test_e3_rng_verification.py,tests,4671,136
tests/test_entropy_annealing.py,tests,4133,77
tests/test_env_audit_hardpool.py,tests,20070,460
tests/test_environment.py,tests,47371,1055
tests/test_episode_credit_refactor.py,tests,7999,190
tests/test_eval_checkpoint_op5_label.py,tests,1246,36
tests/test_eval_strategy_metrics.py,tests,5801,141
tests/test_evaluation_aggregation.py,tests,730,19
tests/test_evaluation_artifacts.py,tests,1094,24
tests/test_evaluation_episode_runner.py,tests,2012,53
tests/test_evaluation_equivalence.py,tests,1074,25
tests/test_evaluation_gates.py,tests,1915,28
tests/test_evaluation_manifest.py,tests,4832,124
tests/test_evaluation_matched_seed.py,tests,1211,25
tests/test_evaluation_orchestrator.py,tests,7825,155
tests/test_evaluation_probes.py,tests,3006,73
tests/test_feasibility_and_coverage.py,tests,9830,214
tests/test_forced_z_anneal.py,tests,14131,310
tests/test_forced_z_behavior_vectors.py,tests,13671,312
tests/test_game_manager_refactored.py,tests,3873,102
tests/test_gpu_env_api.py,tests,665,30
tests/test_gpu_env_pure.py,tests,2305,61
tests/test_hard_opponents.py,tests,8059,204
tests/test_inference_distribution_contract.py,tests,5905,157
tests/test_inference_parity.py,tests,10431,213
tests/test_latent_actor_residual.py,tests,20334,488
tests/test_latent_arc_credit.py,tests,24687,547
tests/test_latent_behavior_contrast.py,tests,3378,94
tests/test_latent_core_import_graph.py,tests,2464,79
tests/test_latent_episode_warmup.py,tests,12043,265
tests/test_latent_event_refresh.py,tests,25703,625
tests/test_latent_losses.py,tests,26635,605
tests/test_latent_phase_labels.py,tests,2593,70
tests/test_latent_preference.py,tests,58709,1408
tests/test_latent_strategy_alignment.py,tests,21129,445
tests/test_latent_strategy_canonicalization.py,tests,7331,166
tests/test_latent_strategy_refactor.py,tests,4605,116
tests/test_marginal_baseline.py,tests,10781,226
tests/test_networks.py,tests,2410,57
tests/test_op35_latent_matrix.py,tests,4933,128
tests/test_op5_coordination_wiring.py,tests,3833,84
tests/test_op5_rusher_params.py,tests,1432,44
tests/test_operational_gap_guards.py,tests,5342,116
tests/test_opponent_params.py,tests,8054,182
tests/test_opponent_pool_weights.py,tests,4791,115
tests/test_option_advantage.py,tests,17826,392
tests/test_option_returns.py,tests,9565,241
tests/test_performance_artifacts.py,tests,2030,54
tests/test_performance_recorder.py,tests,1760,43
tests/test_phase10_evaluation_slice.py,tests,5314,143
tests/test_phase1_5_contracts.py,tests,15831,413
tests/test_phase6_experiment_matrix.py,tests,1760,43
tests/test_policy_checkpoint_migration.py,tests,11528,268
tests/test_policy_contract.py,tests,13278,345
tests/test_ppo.py,tests,6639,185
tests/test_ppo_updater_refactor_phase1.py,tests,14539,362
tests/test_ppo_updater_review_fixes.py,tests,4244,106
tests/test_preset_resolution.py,tests,67533,1332
tests/test_preset_system.py,tests,20437,551
tests/test_qualitative_rollout.py,tests,15931,402
tests/test_recurrent_selector.py,tests,14728,347
tests/test_recurrent_selector_parity.py,tests,10973,267
tests/test_refactor_parity.py,tests,2654,73
tests/test_rollout_buffer.py,tests,2247,58
tests/test_route_telemetry.py,tests,1963,54
tests/test_router_dedicated_lr.py,tests,13746,311
tests/test_router_eval_matrix.py,tests,7558,185
tests/test_shared_actor_composition.py,tests,35066,843
tests/test_state_phase9.py,tests,30063,739
tests/test_strategy_aux_head_separation.py,tests,12359,267
tests/test_tactical_opponents.py,tests,7641,169
tests/test_telemetry_invariance.py,tests,4501,127
tests/test_telemetry_off_hot_path.py,tests,3385,78
tests/test_telemetry_phase6.py,tests,19070,473
tests/test_telemetry_phase6_integration.py,tests,2463,62
tests/test_train_ppo_smoke.py,tests,42981,913
tests/test_training_lifecycle_events.py,tests,2559,64
tests/test_training_phase8.py,tests,17173,429
tests/test_v5i4_paper_faithful.py,tests,20872,473
tests/test_v5i5_paper_faithful_entropy_floor.py,tests,14713,335
tests/test_v5i6_paper_faithful_marginal_entropy.py,tests,12203,277
tests/test_v5i7_entropy_floor_split_lane.py,tests,7618,190
tests/test_v5i8_repertoire_uniform_z.py,tests,5514,128
tests/test_v5i8_split_lane_v2_task_pressure.py,tests,4601,125
tests/test_v5i9_csia_guided_specialization.py,tests,4549,129
tests/test_v6i1_cf_loss.py,tests,18419,465
tests/test_v6i1_curriculum_gates.py,tests,42751,954
tests/test_v6i1_phase_bc.py,tests,11513,304
tests/test_v6i1_prelaunch_validation.py,tests,14534,359
tests/test_v6i1_staged_integration.py,tests,15054,374
tests/test_v6i2_gate_protocol.py,tests,47633,1095
tests/test_v6i2_staged_integration.py,tests,17408,412
tests/test_v6i3_comm_policy.py,tests,17042,394
tests/test_v6i3_comm_transport.py,tests,5950,124
tests/test_v6i3_integration.py,tests,12538,284
tests/test_v6i4_order_invariance.py,tests,6479,179
tests/test_v6i4_router_ablation.py,tests,10498,193
tests/test_v6i4_router_ablation_protocol.py,tests,4291,112
tests/test_v6i4_shuffled_control.py,tests,7862,188
tests/test_v6i5_corrected_curriculum.py,tests,18169,420
tests/test_v6i5_repertoire_audit_tools.py,tests,9343,228
tests/test_v6i5_terminal_branch_eval.py,tests,4740,111
tests/test_v6i5_two_option_router.py,tests,1950,50
tests/test_v6i6_strategy_expansion.py,tests,5795,131
tests/test_v6i7_parts_b_g.py,tests,29566,623
tests/test_v6i7_reward_separation.py,tests,28292,684
tests/test_v6i9_map_aware.py,tests,13701,294
tools/_build_latent_modules.py,tools,3695,103
tools/_diag_latent_summary.py,tools,2719,57
tools/_extract_docx_text.py,tools,684,23
tools/_extract_latent_modules.py,tools,10790,246
tools/_shrink_latent_core.py,tools,6343,159
tools/analyze_latent.py,tools,34076,830
tools/audit_refactor_progress.py,tools,29135,592
tools/audit_repository_cleanup.py,tools,15762,444
tools/benchmark_training_pipeline.py,tools,16644,440
tools/critic_ceiling.py,tools,7600,186
tools/diagnose_run.py,tools,10270,277
tools/global_state_probe.py,tools,4409,106
tools/phase6_1_capture_environment.py,tools,3714,88
tools/phase6_1_component_benchmark.py,tools,7373,202
tools/q_probe.py,tools,74822,1795
tools/q_probe_local_counterfactual.py,tools,45365,1174
tools/qualitative_rollout.py,tools,46267,1127
tools/router_distill_from_qprobe.py,tools,52966,1287
tools/router_eval_matrix.py,tools,19406,426
tools/sliced_z_diagnostics.py,tools,25339,683
tools/snapshot_presets.py,tools,2509,74
tools/summer_proof_report.py,tools,34020,915
tools/tactical_regime_analysis.py,tools,35628,989
tools/trace_actor_z_pathway.py,tools,3272,104
tools/v5i8_forced_z_eval.py,tools,7555,193
tools/v6i3_comm_corruption_eval.py,tools,2678,68
tools/v6i5_cf_diagnostics.py,tools,40828,960
tools/v6i5_cf_sweep_summary.py,tools,4546,130
tools/v6i5_phase_a_audit.py,tools,13023,357
tools/v6i5_state_conditioned_branch_eval.py,tools,60462,1428
tools/verify_router_checkpoints.py,tools,3510,84
tools/verify_telemetry_invariance.py,tools,7199,177
experiments/_z_marginal_from_csv.py,experiments,2594,76
experiments/analyze_latent_mi.py,experiments,18282,486
experiments/analyze_v3i12_telemetry.py,experiments,5161,154
experiments/build_proof_table.py,experiments,12649,346
experiments/build_seed_aggregate_table.py,experiments,11193,290
experiments/calibrate_hard_pool.py,experiments,10112,273
experiments/diagnose_run.py,experiments,6072,173
experiments/eval_op4_zero_shot.py,experiments,14298,348
experiments/eval_v6i8_stage_c.py,experiments,8283,194
experiments/eval_v6i9_map_awareness.py,experiments,40727,1353
experiments/gate_v6i9_map_aware.py,experiments,9047,230
experiments/op35_latent_matrix.py,experiments,14373,387
experiments/phase6_experiment_matrix.py,experiments,6829,180
experiments/plan_faithful_ablation_matrix.py,experiments,4992,154
experiments/run_forced_z_matrix.py,experiments,12850,348
