episode_seed,blue_style,map,resolved_map,opponent,blue_max_flag_progress,blue_raw_carrier_return_fraction,red_raw_carrier_return_fraction,red_max_flag_progress,blue_score,red_score,win_margin,blue_home_defense_fraction,blue_forward_commitment_fraction,mean_num_attackers,mean_num_defenders,blue_tag_successes,red_tag_successes,cooldown_denials,blue_flag_pickups,red_flag_pickups,blue_flag_drops,red_flag_drops,time_to_first_tag,episode_steps,ruleset_id,taggers_required,tag_min_interval_seconds,tag_nearest_only,tag_channel_seconds,suppression_attackers_required
1900006,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9559532999992371,0.9353306889533997,2.0,0,0,0,0.8333333333333334,0.4666666666666667,0.9333333333333333,1.0583333333333333,17,16,13,13,2,13,2,7,240,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900006,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9598455429077148,0.9371145963668823,2.0,0,0,0,0.989010989010989,0.24175824175824176,0.4835164835164835,1.4945054945054945,2,0,16,3,2,2,1,13,91,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900007,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9445315599441528,0.948549211025238,2.0,0,0,0,0.6216216216216216,0.49099099099099097,0.9819819819819819,1.0,3,2,2,5,4,4,3,23,111,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900007,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9798723459243774,0.9804697632789612,2.0,0,0,0,0.9894736842105263,0.23684210526315788,0.47368421052631576,1.5052631578947369,3,0,18,3,2,2,1,11,95,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900008,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9377588629722595,0.9585431218147278,2.0,0,0,0,0.6458333333333334,0.49583333333333335,0.9916666666666667,1.0,16,15,10,7,2,7,2,23,240,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900008,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9424393773078918,0.9361531138420105,2.0,0,0,0,0.9930555555555556,0.2534722222222222,0.5069444444444444,1.4791666666666667,4,2,14,5,2,4,2,13,144,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900009,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9795750975608826,0.9579432010650635,2.0,0,0,0,0.7664670658682635,0.4101796407185629,0.8203592814371258,1.1676646706586826,9,9,9,5,3,4,3,8,167,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900009,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9681304693222046,0.0,0.8223435878753662,0,0,0,0.994413407821229,0.23184357541899442,0.46368715083798884,1.5251396648044693,5,4,2,4,0,3,0,8,179,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900010,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9718291759490967,0.9440805912017822,2.0,0,0,0,0.609271523178808,0.5132450331125827,1.0264900662251655,0.9602649006622517,5,6,11,6,4,5,3,23,151,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900010,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9881301522254944,0.9238020181655884,2.0,0,0,0,0.9891304347826086,0.24456521739130435,0.4891304347826087,1.4891304347826086,3,0,12,3,2,2,2,12,92,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900011,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9668647646903992,0.9575039148330688,2.0,0,0,0,0.7125,0.48541666666666666,0.9708333333333333,1.0208333333333333,16,15,15,10,2,9,2,6,240,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900011,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,1.1258536577224731,0.12585365772247314,0.9726845026016235,2.0,0,0,0,0.9958333333333333,0.24791666666666667,0.49583333333333335,1.4958333333333333,10,10,21,3,3,3,2,6,240,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900012,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9842371940612793,0.9573882818222046,2.0,0,0,0,0.6909090909090909,0.43333333333333335,0.8666666666666667,1.121212121212121,8,9,11,5,5,4,4,9,165,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900012,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.947685718536377,0.9744488000869751,2.0,0,0,0,0.9928057553956835,0.2302158273381295,0.460431654676259,1.525179856115108,5,3,12,4,2,3,2,10,139,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900013,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9728831052780151,0.924144446849823,1.73749840259552,0,0,0,0.611764705882353,0.5,1.0,0.9882352941176471,10,7,13,6,3,5,2,22,170,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900013,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9568406939506531,0.9586732983589172,2.0,0,0,0,0.991304347826087,0.24347826086956523,0.48695652173913045,1.4956521739130435,3,1,18,3,2,2,1,13,115,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900014,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9234656095504761,0.9624015688896179,2.0,0,0,0,0.6838709677419355,0.4483870967741935,0.896774193548387,1.0903225806451613,7,9,14,4,3,3,2,7,155,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900014,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9508921504020691,0.0,0.9150639176368713,0,0,0,0.9941520467836257,0.25146198830409355,0.5029239766081871,1.4853801169590644,9,3,8,5,0,4,0,7,171,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900015,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9827349185943604,0.9303634166717529,2.0,0,0,0,0.956989247311828,0.2849462365591398,0.5698924731182796,1.4086021505376345,5,3,6,3,3,2,3,6,93,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900015,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9350726008415222,0.9681397080421448,2.0,0,0,0,0.995260663507109,0.22748815165876776,0.4549763033175355,1.5355450236966826,6,5,26,6,2,5,2,6,211,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900016,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9649578928947449,0.956775963306427,2.0,0,0,0,0.8762886597938144,0.33505154639175255,0.6701030927835051,1.309278350515464,3,3,4,3,3,2,2,6,97,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900016,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9543034434318542,0.7699761390686035,1.0,0,0,0,0.9932885906040269,0.23154362416107382,0.46308724832214765,1.523489932885906,5,3,12,4,1,3,0,6,149,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900017,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9842525720596313,0.961098313331604,2.0,0,0,0,0.7254901960784313,0.39705882352941174,0.7941176470588235,1.1862745098039216,5,3,14,3,2,2,1,7,102,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900017,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9614700078964233,0.9653127193450928,2.0,0,0,0,0.990909090909091,0.2340909090909091,0.4681818181818182,1.5227272727272727,8,6,18,5,3,5,2,9,220,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900018,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9811109900474548,0.964368999004364,2.0,0,0,0,0.6434782608695652,0.47391304347826085,0.9478260869565217,1.0347826086956522,5,2,19,4,5,3,4,21,115,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900018,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9769732356071472,0.9588499665260315,2.0,0,0,0,0.9895833333333334,0.24479166666666666,0.4895833333333333,1.4895833333333333,4,0,19,3,2,2,2,13,96,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900019,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9836264252662659,0.9730337858200073,2.0,0,0,0,0.6822429906542056,0.4766355140186916,0.9532710280373832,1.02803738317757,4,3,7,5,3,4,2,22,107,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900019,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9738954901695251,0.9522503018379211,2.0,0,0,0,0.9897959183673469,0.23979591836734693,0.47959183673469385,1.5,4,0,20,3,3,2,3,11,98,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900020,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9580069184303284,0.9584165811538696,2.0,0,0,0,0.6589147286821705,0.4496124031007752,0.8992248062015504,1.0852713178294573,6,4,26,5,5,4,5,7,129,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900020,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9463201761245728,0.9597563743591309,2.0,0,0,0,0.9948453608247423,0.24484536082474226,0.4896907216494845,1.5,8,4,21,5,2,4,2,8,194,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900021,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.94896399974823,0.9553429484367371,2.0,0,0,0,0.8725490196078431,0.4068627450980392,0.8137254901960784,1.1666666666666667,4,3,5,4,3,3,3,7,102,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900021,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9610568881034851,0.9730169773101807,2.0,0,0,0,0.9949238578680203,0.22588832487309646,0.4517766497461929,1.5380710659898478,5,4,23,4,3,3,3,8,197,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900022,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.973621129989624,0.9321193695068359,2.0,0,0,0,0.8309859154929577,0.4507042253521127,0.9014084507042254,1.0845070422535212,4,5,8,4,5,3,4,25,142,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900022,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9631633758544922,0.9575685262680054,2.0,0,0,0,0.989247311827957,0.23655913978494625,0.4731182795698925,1.5053763440860215,3,0,11,3,2,2,2,15,93,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900023,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9584461450576782,0.9280901551246643,2.0,0,0,0,0.8571428571428571,0.3877551020408163,0.7755102040816326,1.2040816326530612,3,3,6,4,3,3,2,6,98,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900023,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9875766038894653,0.9528371095657349,2.0,0,0,0,0.995,0.2375,0.475,1.515,6,5,12,4,2,3,2,6,200,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900024,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9680601954460144,0.9587106108665466,2.0,0,0,0,0.684931506849315,0.4726027397260274,0.9452054794520548,1.0456621004566211,12,15,16,8,5,8,4,7,219,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900024,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9812405705451965,0.9469681978225708,2.0,0,0,0,0.9948717948717949,0.2282051282051282,0.4564102564102564,1.5333333333333334,6,5,14,4,2,3,2,7,195,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900025,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9495264887809753,0.9714449644088745,2.0,0,0,0,0.6464646464646465,0.4444444444444444,0.8888888888888888,1.0909090909090908,3,2,16,4,4,3,3,23,99,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900025,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.936578631401062,0.9581587910652161,2.0,0,0,0,0.989247311827957,0.23655913978494625,0.4731182795698925,1.5053763440860215,4,0,13,3,2,2,2,12,93,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900026,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9434093236923218,0.9574483036994934,2.0,0,0,0,0.7037037037037037,0.4583333333333333,0.9166666666666666,1.0648148148148149,4,2,5,3,4,2,4,24,108,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900026,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9628621339797974,0.943510115146637,2.0,0,0,0,0.9928571428571429,0.24642857142857144,0.4928571428571429,1.4928571428571429,3,2,21,4,2,3,2,13,140,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900027,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9518646001815796,0.9454150199890137,2.0,0,0,0,0.8220338983050848,0.4745762711864407,0.9491525423728814,1.0423728813559323,13,13,15,12,5,11,5,22,236,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900027,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9424951076507568,0.925966739654541,2.0,0,0,0,0.9929577464788732,0.24647887323943662,0.49295774647887325,1.4929577464788732,4,2,14,5,2,4,2,13,142,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900028,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9661597013473511,0.9892272353172302,2.0,0,0,0,0.6326530612244898,0.5102040816326531,1.0204081632653061,0.9659863945578231,6,7,6,7,3,6,2,6,147,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900028,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9564654231071472,0.9579704403877258,2.0,0,0,0,0.9927536231884058,0.25,0.5,1.4855072463768115,4,2,10,4,1,3,1,10,138,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900029,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9529010057449341,0.9591642618179321,2.0,0,0,0,0.7854077253218884,0.4570815450643777,0.9141630901287554,1.0772532188841202,12,15,7,8,3,7,2,7,233,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900029,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9439206719398499,0.9593536853790283,2.0,0,0,0,0.9957264957264957,0.23076923076923078,0.46153846153846156,1.5299145299145298,7,7,29,4,4,4,3,7,234,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900030,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9335775375366211,0.9496988654136658,2.0,0,0,0,0.6931818181818182,0.4318181818181818,0.8636363636363636,1.1136363636363635,2,3,6,3,3,2,3,7,88,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900030,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9631116390228271,0.9620687961578369,2.0,0,0,0,0.9958333333333333,0.23333333333333334,0.4666666666666667,1.525,8,8,30,2,5,2,4,9,240,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900031,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9781751036643982,0.9558490514755249,2.0,0,0,0,0.7025316455696202,0.46835443037974683,0.9367088607594937,1.0506329113924051,7,8,4,7,5,6,4,9,158,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900031,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9429855346679688,0.9837208390235901,2.0,0,0,0,0.9906542056074766,0.21962616822429906,0.4392523364485981,1.5420560747663552,3,1,14,3,2,2,2,9,107,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900032,BLUE_BOTH_ATTACK_V2,map_a,map_a_open,OP6,2.0,0.9528371095657349,0.9532970190048218,2.0,0,0,0,0.636986301369863,0.5171232876712328,1.0342465753424657,0.952054794520548,6,7,7,6,3,5,2,7,146,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
1900032,BLUE_ONE_DEFENDER_V2,map_a,map_a_open,OP6,2.0,0.9554358124732971,0.9501787424087524,2.0,0,0,0,0.9914529914529915,0.25213675213675213,0.5042735042735043,1.4786324786324787,3,1,4,4,1,3,1,7,117,RULESET_V2_AQUATICUS_10S,1,10.0,True,0.0,2
